Vivienda Unifamiliar,,,,,,,,,,,,
Presupuesto,,,,,,,,,,,,
Código,Nat,Ud,Resumen,Comentario,N,Longitud,Anchura,Altura,Cantidad,CanPres,Pres,ImpPres
,,,,,,,,,Total 05.03.04,1.000,0.00,0.00
,,,,,,,,,,,,
05.03.05,Partida,Ud,Pi.6 Puerta interior corredera (Contra),,,,,,,2.000,0.00,0.00
,,,"Puerta interior corredera paralela al tabique, ciega, guia klein de una hoja de 230x65x3,5 cm, de tablero de MDF, lacada en blanco, lisa. Incluso herrajes de colgar, de cierre y tiradores mediante mecanizado en puerta 200x40mm y 12mm de profundidad.
Incluye: Presentación de la puerta. Colocación de los herrajes de colgar. Colocación de la hoja. Colocación de los herrajes de cierre. Colocación de accesorios. Ajuste final.",,,,,,,,,
,,Spc0010,,Pi.6,2.0000000000,0.000,0.000,0.000,2.000,,,
,,,,,,,,,Total 05.03.05,2.000,0.00,0.00
,,,,,,,,,,,,
05.03.06,Partida,Ud,Pi.7 Puerta interior corredera,,,,,,,2.000,0.00,0.00
,,,"Puerta interior corredera paralela al tabique, ciega, guia klein de una hoja de 230x98x3,5 cm, de tablero de MDF, lacada en blanco, lisa. Incluso herrajes de colgar, de cierre y tiradores mediante mecanizado en puerta 200x40mm y 12mm de profundidad.
Incluye: Presentación de la puerta. Colocación de los herrajes de colgar. Colocación de la hoja. Colocación de los herrajes de cierre. Colocación de accesorios. Ajuste final.",,,,,,,,,
,,Spc0010,,Pi.7,2.0000000000,0.000,0.000,0.000,2.000,,,
,,,,,,,,,Total 05.03.06,2.000,0.00,0.00
,,,,,,,,,,,,
05.03.07,Partida,Ud,Pi.11 Puerta interior abatible,,,,,,,1.000,0.00,0.00
,,,"Puerta interior abatible, ciega, de una hoja de 100x3,5 cm y altura variable de 218 a 240 cm, de tablero de MDF, lacada en blanco, lisa; sin batiente superior para continuidad de techo; precerco de pino país de 110x35 mm; galces de MDF de 110x20 mm; tapajuntas de MDF de 70x10 mm en ambas caras. Incluso bisagras, herrajes de colgar, de cierre.
Con herrajes en acero inoxidable, Manilla modelo JNF IN.00.028B sin roseta.
Incluye: Presentación de la puerta. Colocación de los herrajes de colgar. Colocación de la hoja. Colocación de los herrajes de cierre. Colocación de accesorios. Ajuste final.",,,,,,,,,
,,Spc0010,,Pi.11,1.0000000000,0.000,0.000,0.000,1.000,,,
,,,,,,,,,Total 05.03.07,1.000,0.00,0.00
,,,,,,,,,,,,
05.03.08,Partida,Ud,Pi.10 Puerta interior corredera,,,,,,,1.000,0.00,0.00
,,,"Puerta interior corredera, ciega, de una hoja de 218x80x3,5 cm, de tablero de MDF, lacada en blanco, lisa; incluido armazón metalico, precerco de pino país de 110x35 mm; galces de MDF de 110x20 mm; tapajuntas de MDF de 70x10 mm en ambas caras. Incluso bisagras, herrajes de colgar, de cierre y tiradores mediante mecanizado en puerta 200x40mm y 12mm de profundidad.
Incluye: Presentación de la puerta. armazón metálico Colocación de los herrajes de colgar. Colocación de la hoja. Colocación de los herrajes de cierre. Colocación de accesorios. Ajuste final.",,,,,,,,,
,,Spc0010,,Pi.10,1.0000000000,0.00,0.00,0.00,1.00,,,
,,,,,,,,,Total 05.03.08,1.000,0.00,0.00
,,,,,,,,,,,,
05.03.09,Partida,Ud,Pi.11 Puerta interior corredera (Contra),,,,,,,1.000,0.00,0.00
,,,"Puerta interior corredera paralela al tabique, ciega, guia klein de una hoja de 195x70x3,5 cm, de tablero de MDF, lacada en blanco, lisa. Incluso herrajes de colgar, de cierre y tiradores mediante mecanizado en puerta 200x40mm y 12mm de profundidad.
Incluye: Presentación de la puerta. Colocación de los herrajes de colgar. Colocación de la hoja. Colocación de los herrajes de cierre. Colocación de accesorios. Ajuste final.",,,,,,,,,
,,Spc0010,,Pi.11,1.0000000000,0.00,0.00,0.00,1.00,,,
,,,,,,,,,Total 05.03.09,1.000,0.00,0.00
,,,,,,,,,,,,
05.03.10,Partida,Ud,Pi12 Puerta interior corredera (Contra),,,,,,,1.000,0.00,0.00
,,,"Puerta interior corredera paralela al tabique, ciega, guia klein de una hoja de 225x98x3,5 cm, (en caida hatsa 200) de tablero de MDF, lacada en blanco, lisa. Incluso herrajes de colgar, de cierre y tiradores mediante mecanizado en puerta 200x40mm y 12mm de profundidad.
Incluye: Presentación de la puerta. Colocación de los herrajes de colgar. Colocación de la hoja. Colocación de los herrajes de cierre. Colocación de accesorios. Ajuste final.",,,,,,,,,
,,Spc0010,,Pi.12,1.0000000000,0.00,0.00,0.00,1.00,,,
,,,,,,,,,Total 05.03.10,1.000,0.00,0.00
,,,,,,,,,,,,
05.03.11,Partida,Ud,Pi13 Puerta interior corredera (Contra),,,,,,,1.000,0.00,0.00
,,,"Puerta interior corredera paralela al tabique, ciega, guia klein de una hoja de 170x150x3,5 cm, (en caida hatsa 135) de tablero de MDF, lacada en blanco, lisa. Incluso herrajes de colgar, de cierre y tiradores mediante mecanizado en puerta 200x40mm y 12mm de profundidad.
Incluye: Presentación de la puerta. Colocación de los herrajes de colgar. Colocación de la hoja. Colocación de los herrajes de cierre. Colocación de accesorios. Ajuste final.",,,,,,,,,
,,Spc0010,,Pi13,1.0000000000,0.00,0.00,0.00,1.00,,,
,,,,,,,,,Total 05.03.11,1.000,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 05.03,1.000,0.00,0.00
,,,,,,,,,,,,
05.04,Capítulo,,Puertas cortafuegos,,,,,,,1.000,0.00,0.00
05.04.01,Partida,Ud,"Puerta cortafuegos de acero galvanizado homologada, EI2 45-C5, de una hoja, 800x2300 mm de luz y altura de paso, acabado lacado",,,,,,,3.000,0.00,0.00
,,,"Puerta cortafuegos de acero galvanizado homologada, EI2 45-C5, de una hoja, 800x2300 mm de luz y altura de paso, acabado lacado en color blanco, con cierrapuertas para uso moderado.
Incluye: Marcado de puntos de fijación y aplomado del cerco. Fijación del cerco al paramento. Sellado de juntas perimetrales. Colocación de la hoja. Colocación de herrajes de cierre y accesorios.",,,,,,,,,
,,Spc0010,,Pi.1,2.0000000000,0.000,0.000,0.000,2.000,,,
,,Spc0010,,Pi.2,1.0000000000,0.000,0.000,0.000,1.000,,,
,,,,,,,,,Total 05.04.01,3.000,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 05.04,1.000,0.00,0.00
,,,,,,,,,,,,
05.05,Capítulo,,Puertas de garaje,,,,,,,1.000,0.00,0.00
05.05.01,Partida,Ud,Puerta seccional para garaje,,,,,,,1.000,0.00,0.00
,,,"Puerta seccional motorizada de garaje, formada por lamas de textura acanalada, de panel sándwich de aluminio con núcleo aislante de espuma de poliuretano, 545x230 cm, apertura automática.
Incluye: Colocación y fijación de los perfiles guía. Introducción del panel en las guías. Colocación y fijación del eje a los palieres. Tensado del muelle. Fijación del panel al tambor. Montaje del sistema de apertura. Montaje del sistema de accionamiento. Conexionado eléctrico. Repaso y engrase de mecanismos y guías.",,,,,,,,,
,,,,,,,,,Total 05.05,1.000,0.00,0.00
,,,,,,,,,,,,
05.06,Capítulo,,Armarios,,,,,,,1.000,0.00,0.00
,,,Armarios,,,,,,,,,
05.06.01,Partida,Ud,"Armario, de cuatro hojas abatibles, lisas, de 265x215x60 cm, de tablero MDF lacado en blanco.",,,,,,,1.000,0.00,0.00
,,,"Armario, de cuatro puertas abatibles lisas, 265x215x60 cm, de roble macizo, en costados, techo, suelo y divisiones interiores según planos, con cierre amortiguado y magnético. Incluso precerco, listones de madera para apoyo de la base del armario, tablero de madera para base de armario, módulos y baldas en división en maletero, moldura en MDF lacado en blanco, tapajuntas, zócalo y demás herrajes, adhesivo de reacción de poliuretano, para pegado de madera y espuma de poliuretano para relleno de la holgura entre precerco y armario. Incluye cajoneras interiores de armario con herrajes para extracción total. Tiradores de madera de roble de 50x5x3 cm. Totalmente montado y rematado.
Incluye: Colocación del precerco. Colocación de los listones. Fijación de la base de apoyo a los listones. Montaje de todos los elementos componentes del armario. Alojamiento y calzado del armario en el precerco. Fijación del armario al precerco. Ajuste final. Relleno de la holgura entre precerco y armario con espuma de poliuretano. Colocación de accesorios.",,,,,,,,,
05.06.02,Partida,Ud,"Armario, de seis hojas abatibles, lisas, de 230x347x60 cm, de tablero MDF lacado en blanco.",,,,,,,1.000,0.00,0.00
,,,"Armario, de seis puertas abatibles lisas, 230x347x60 cm, de tablero MDF 19 mm de espesor, acabado lacado blanco, en costados, techo, suelo y divisiones interiores según planos, con cierre amortiguado y magnético. Incluso precerco, listones de madera para apoyo de la base del armario, tablero de madera para base de armario, módulos y baldas en división en maletero, moldura en MDF lacado en blanco, tapajuntas, zócalo y demás herrajes, adhesivo de reacción de poliuretano, para pegado de madera y espuma de poliuretano para relleno de la holgura entre precerco y armario. Incluye cajoneras interiores de armario con herrajes para extracción total. Tiradores de madera de roble de 50x5x3 cm. Totalmente montado y rematado.
Incluye: Colocación del precerco. Colocación de los listones. Fijación de la base de apoyo a los listones. Montaje de todos los elementos componentes del armario. Alojamiento y calzado del armario en el precerco. Fijación del armario al precerco. Ajuste final. Relleno de la holgura entre precerco y armario con espuma de poliuretano. Colocación de accesorios.",,,,,,,,,
05.06.03,Partida,Ud,"Armario, de cuatro hojas abatibles, lisas, de 225x210x40 cm, de tablero MDF lacado en blanco.",,,,,,,1.000,0.00,0.00
,,,"Armario, de cuatro puertas abatibles lisas, 225x210x40 cm, de tablero MDF 19 mm de espesor, acabado lacado blanco, en costados, techo, suelo y divisiones interiores según planos, con cierre amortiguado y magnético. Incluso precerco, listones de madera para apoyo de la base del armario, tablero de madera para base de armario, módulos y baldas en división en maletero, moldura en MDF lacado en blanco, tapajuntas, zócalo y demás herrajes, adhesivo de reacción de poliuretano, para pegado de madera y espuma de poliuretano para relleno de la holgura entre precerco y armario. Incluye cajoneras interiores de armario con herrajes para extracción total. Tiradores de madera de roble de 50x5x3 cm. Totalmente montado y rematado.
Incluye: Colocación del precerco. Colocación de los listones. Fijación de la base de apoyo a los listones. Montaje de todos los elementos componentes del armario. Alojamiento y calzado del armario en el precerco. Fijación del armario al precerco. Ajuste final. Relleno de la holgura entre precerco y armario con espuma de poliuretano. Colocación de accesorios.",,,,,,,,,
05.06.04,Partida,Ud,"Armario, de cuatro hojas abatibles, lisas, de 195x200x60 cm, de tablero MDF lacado en blanco.",,,,,,,1.000,0.00,0.00
,,,"Armario, de cuatro puertas abatibles lisas, 195x200x60, de tablero MDF 19 mm de espesor, acabado lacado blanco, en costados, techo, suelo y divisiones interiores según planos, con cierre amortiguado y magnético. Incluso precerco, listones de madera para apoyo de la base del armario, tablero de madera para base de armario, módulos y baldas en división en maletero, moldura en MDF lacado en blanco, tapajuntas, zócalo y demás herrajes, adhesivo de reacción de poliuretano, para pegado de madera y espuma de poliuretano para relleno de la holgura entre precerco y armario. Incluye cajoneras interiores de armario con herrajes para extracción total. Tiradores de madera de roble de 50x5x3 cm. Totalmente montado y rematado.
Incluye: Colocación del precerco. Colocación de los listones. Fijación de la base de apoyo a los listones. Montaje de todos los elementos componentes del armario. Alojamiento y calzado del armario en el precerco. Fijación del armario al precerco. Ajuste final. Relleno de la holgura entre precerco y armario con espuma de poliuretano. Colocación de accesorios.",,,,,,,,,
05.06.05,Partida,Ud,"Armario, de cinco hojas abatibles, lisas, de 209x272x60 cm, de tablero MDF lacado en blanco.",,,,,,,1.000,0.00,0.00
,,,"Armario, de cinco puertas abatibles lisas, 209x272x60, de tablero MDF 19 mm de espesor, acabado lacado blanco, en costados, techo, suelo y divisiones interiores según planos, con cierre amortiguado y magnético. Incluso precerco, listones de madera para apoyo de la base del armario, tablero de madera para base de armario, módulos y baldas en división en maletero, moldura en MDF lacado en blanco, tapajuntas, zócalo y demás herrajes, adhesivo de reacción de poliuretano, para pegado de madera y espuma de poliuretano para relleno de la holgura entre precerco y armario. Incluye cajoneras interiores de armario con herrajes para extracción total. Tiradores de madera de roble de 50x5x3 cm. Totalmente montado y rematado.
Incluye: Colocación del precerco. Colocación de los listones. Fijación de la base de apoyo a los listones. Montaje de todos los elementos componentes del armario. Alojamiento y calzado del armario en el precerco. Fijación del armario al precerco. Ajuste final. Relleno de la holgura entre precerco y armario con espuma de poliuretano. Colocación de accesorios.",,,,,,,,,
05.06.06,Partida,Ud,"Armario, de dos hojas abatibles, lisas, de 130x257x60 cm, de tablero MDF lacado en blanco.",,,,,,,1.000,0.00,0.00
,,,"Armario, de cinco puertas abatibles lisas, 130x257x60, de tablero MDF 19 mm de espesor, acabado lacado blanco, en costados, techo, suelo y divisiones interiores según planos, con cierre amortiguado y magnético. Incluso precerco, listones de madera para apoyo de la base del armario, tablero de madera para base de armario, módulos y baldas en división en maletero, moldura en MDF lacado en blanco, tapajuntas, zócalo y demás herrajes, adhesivo de reacción de poliuretano, para pegado de madera y espuma de poliuretano para relleno de la holgura entre precerco y armario. Incluye cajoneras interiores de armario con herrajes para extracción total. Tiradores de madera de roble de 50x5x3 cm. Totalmente montado y rematado.
Incluye: Colocación del precerco. Colocación de los listones. Fijación de la base de apoyo a los listones. Montaje de todos los elementos componentes del armario. Alojamiento y calzado del armario en el precerco. Fijación del armario al precerco. Ajuste final. Relleno de la holgura entre precerco y armario con espuma de poliuretano. Colocación de accesorios.",,,,,,,,,
,,,,,,,,,Total 05.06,1.000,0.00,0.00
,,,,,,,,,,,,
05.07,Capítulo,,Protectores solares y oscurecimiento,,,,,,,1.000,0.00,0.00
,,,Protectores solares,,,,,,,,,
05.07.01,Partida,Ud,"Estor enrollable, de 1310 mm de anchura y 2500 mm de altura  motorizado",,,,,,,1.000,0.00,0.00
,,,"Estor enrollable, de 1310 mm de anchura y 2500 mm de altura, Sistema B-BOX de BANDALUX, con tejido ingnífugo, POLYSCREEN 550, color y textura a definir por D.F., accionamiento motorizado vía cable 230 V, con mando mural, para regulación de la altura; fijado en el techo con anclajes mecánicos. Incluso herrajes y accesorios.
Incluye: Replanteo. Anclaje al paramento de los elementos de fijación. Montaje del estor enrollable. Montaje de los accesorios del accionamiento. Totalmente rematado y puesto en funcionamiento hasta aprobación de D.F.",,,,,,,,,
